t,x,y
580,375870.753,4217716.694
310,420905.864,4295029.846
50,442044.793,4338708.273
700,450132.731,4299000.612
430,426052.733,4337073.252
520,364290.296,4210709.46
210,413920.826,4350620.572
80,339291.214,4402006.957
200,408038.689,4285453.293
250,319806.636,4228227.546
2020,323115.338,4282183.25
770,379914.722,4215848.099
10,429729.069,4345248.359
1390,415575.177,4344080.486
120,408222.506,4266300.186
70,351239.305,4338941.848
90,460242.654,4321423.762
210,352526.022,4287088.314
90,438736.091,4210475.886
110,392046.63,4268635.93
160,385980.676,4294095.548
20,385980.676,4218417.418
220,326240.223,4390795.382
130,421089.68,4352956.317
290,426788,4263263.717
110,402891.819,4391729.68
280,460058.837,4245512.057
1210,439471.358,4235001.206
190,425133.649,4268635.93
160,347746.786,4300402.059
20,321460.987,4224023.205
200,460058.837,4299467.761
110,387083.577,4277511.76
3860,336350.146,4259526.526
360,374216.402,4335204.656
290,414656.093,4309978.613
90,348482.053,4364635.04
2070,438919.908,4287321.889
150,426420.367,4269803.803
70,347011.519,4394065.424
80,407854.872,4364167.891
70,407854.872,4267000.909
70,359511.06,4291759.804
390,428442.351,4262562.994
60,370723.883,4324927.379
50,369620.983,4222154.609
70,420538.23,4343613.337
130,385796.859,4268402.356
290,428258.535,4306942.145
140,335247.245,4313949.379
310,324034.422,4216315.248
110,336166.329,4342445.465
380,396642.049,4354824.912
960,456566.318,4254855.036
380,334879.612,4220519.588
50,360246.327,4341744.742
210,411531.208,4331233.89
450,373848.769,4268168.781
190,348849.687,4289657.633
280,443147.694,4278446.058
390,359511.06,4284285.42
210,386532.126,4363700.742
110,353628.923,4316752.273
440,408590.139,4225191.078
130,327343.124,4368839.381
40,447743.113,4325861.677
130,333225.261,4214213.077
60,379730.905,4295964.144
750,459507.387,4268869.505
230,326975.49,4387525.339
160,363738.846,4383320.999
40,433037.771,4239205.546
430,402156.552,4359729.976
100,366863.731,4220753.163
80,337453.047,4377481.637
790,455647.235,4254154.313
70,394436.248,4211643.758
420,363371.212,4388459.637
130,337085.413,4355525.636
80,329732.742,4368372.232
300,357305.259,4233366.184
320,403075.636,4343613.337
0,394436.248,4277044.612
10,449397.464,4343146.188
130,440941.892,4341511.167
650,324769.689,4261862.271
140,321460.987,4335905.38
10,414472.276,4373744.445
300,395539.148,4343379.763
20,380282.356,4238971.972
400,424214.566,4251117.845
100,438000.824,4298299.889
190,440022.808,4261862.271
140,421641.131,4242008.44
50,330468.009,4336138.954
370,399399.301,4295263.421
220,389657.011,4259059.377
220,331019.459,4285219.718
610,385980.676,4210242.311
40,403810.903,4217716.694
100,386164.493,4275876.739
2390,429912.886,4212344.481
90,348298.236,4229628.993
190,322012.437,4329598.869
170,369620.983,4328430.996
300,365944.647,4342912.614
1110,422192.581,4215380.95
220,412082.658,4248081.376
110,459323.57,4305307.123
250,428809.985,4285920.442
80,437265.557,4337073.252
180,434324.488,4276811.037
80,368518.082,4295263.421
100,397377.316,4271905.973
220,415207.543,4299701.336
170,331387.093,4292226.953
970,454728.151,4265599.462
100,448110.747,4317452.996
50,343151.367,4232899.035
100,405281.437,4293394.825
140,366128.464,4330066.018
140,363371.212,4372342.998
610,408590.139,4353423.465
520,335431.062,4271438.824
50,382120.524,4309745.038
70,365209.38,4323292.358
70,419802.963,4349919.848
170,391127.546,4307642.868
180,460977.921,4296898.442
110,451051.815,4337306.827
860,373113.501,4379116.658
50,362635.945,4276577.463
1260,441493.343,4223789.631
170,396825.866,4375145.892
250,419619.146,4311847.209
1800,416678.078,4340576.869
110,353077.473,4380751.679
-10000,364841.746,4360197.125
1070,376789.837,4379817.381
2410,441860.976,4244811.334
150,384693.958,4348985.55
70,334511.978,4350153.423
500,367598.998,4214680.226
1190,369804.799,4262329.419
1440,450500.365,4273073.845
10,377525.104,4372109.424
110,368150.448,4232899.035
220,419435.329,4324693.805
260,389289.378,4224490.354
1730,448662.197,4273307.42
690,456933.952,4267468.058
120,427155.634,4229395.418
40,337636.863,4345014.784
100,364841.746,4380284.53
680,342599.916,4215380.95
100,359878.693,4304372.825
140,355650.908,4274475.292
400,400318.385,4256723.632
150,324034.422,4387058.19
290,427523.268,4295496.995
270,371826.784,4355058.487
730,320725.72,4288956.91
320,374584.036,4318387.294
110,337820.68,4320723.039
440,382671.974,4381218.828
90,357489.075,4298767.038
1350,417413.345,4339876.146
70,453257.616,4338007.55
1710,438736.091,4221220.312
140,327894.574,4249482.823
160,323115.338,4333569.635
830,432118.687,4320489.464
150,429545.252,4241541.291
950,451603.265,4284752.569
2760,385061.592,4247847.802
170,437817.007,4266300.186
120,343151.367,4325628.103
40,346643.885,4375379.466
110,400686.018,4329365.294
490,407671.056,4345949.082
0,408222.506,4257190.781
260,338004.497,4289657.633
580,347930.603,4227760.397
50,344621.901,4377715.211
210,454911.967,4214213.077
160,395722.965,4255322.185
300,458404.486,4292694.101
120,322563.888,4248081.376
150,386348.309,4265833.037
210,369253.349,4392196.829
2250,325321.139,4261862.271
240,435611.206,4269803.803
280,434692.122,4286854.74
480,424766.016,4337773.976
240,357121.442,4238971.972
120,328629.841,4238738.397
140,413369.376,4303672.102
1820,324034.422,4261395.122
420,425685.1,4264431.59
170,401421.285,4324693.805
150,388370.294,4385890.318
400,320358.086,4228461.12
290,379547.089,4257891.504
100,334328.161,4273073.845
90,332857.627,4236636.227
4180,373481.135,4258825.802
30,324769.689,4376780.913
270,388554.111,4317452.996
460,426420.367,4263730.866
70,353628.923,4299000.612
110,332489.994,4338708.273
60,397377.316,4264898.739
190,337820.68,4394766.148
2240,340210.298,4256256.483
140,339842.665,4394999.722
60,430280.519,4362532.87
40,351606.938,4281949.676
50,396825.866,4323993.081
160,400318.385,4334503.933
320,441125.709,4297832.74
550,424949.833,4335204.656
110,392781.897,4260460.824
140,406568.155,4245979.206
230,394068.614,4303204.953
500,426788,4304372.825
650,413920.826,4287088.314
670,323299.155,4305307.123
10,418148.612,4380751.679
250,363738.846,4228694.695
50,323115.338,4351321.295
360,413737.009,4213979.503
190,335063.428,4398503.34
300,418516.245,4233366.184
430,375870.753,4383087.424
0,416861.894,4374678.743
270,427523.268,4263964.441
430,446272.579,4261862.271
50,363738.846,4314883.677
720,374584.036,4219818.865
180,334144.345,4402707.68
460,381017.623,4297832.74
0,415207.543,4386357.467
530,404546.17,4354357.763
740,390392.279,4371175.126
90,425868.917,4265833.037
140,356018.541,4344314.061
400,403810.903,4229628.993
250,356753.808,4271205.25
40,446640.212,4320255.89
110,369988.616,4302971.378
180,343151.367,4286154.016
130,335063.428,4386591.041
330,368334.265,4398736.914
260,398847.85,4304606.4
260,416494.261,4294329.123
480,364106.479,4272139.547
60,354548.007,4390094.658
170,348482.053,4306942.145
50,458404.486,4336606.103
50,324585.872,4372576.573
70,346643.885,4230563.291
190,435978.839,4332868.912
280,444985.861,4297365.591
190,340394.115,4222388.184
10,431567.237,4246679.93
70,348298.236,4398036.191
450,438000.824,4323759.507
210,365025.563,4284051.846
20,430464.336,4346416.231
30,360246.327,4327029.55
180,334511.978,4317686.571
170,342232.283,4338708.273
100,406751.972,4272373.122
210,442963.877,4224957.503
1290,414472.276,4215147.375
310,407671.056,4350620.572
220,347379.153,4367437.934
160,359878.693,4273774.569
130,467043.875,4301336.357
50,324034.422,4372576.573
110,385613.042,4395934.02
320,435427.389,4301336.357
280,339842.665,4223789.631
200,455095.784,4215848.099
50,355099.457,4386123.892
260,374584.036,4264898.739
230,422560.215,4312080.783
30,372194.418,4325628.103
210,403994.72,4244110.61
180,368701.899,4220986.737
110,390024.645,4248782.1
30,328813.658,4364868.615
150,353261.289,4367437.934
150,408038.689,4270270.952
310,413920.826,4360430.7
380,426052.733,4249482.823
70,407303.422,4294095.548
90,343702.817,4313015.081
330,412082.658,4270037.377
620,364290.296,4400605.51
130,343151.367,4264198.015
210,371642.967,4249949.972
180,341129.382,4350153.423
100,333960.528,4357160.657
250,411898.841,4270037.377
-10000,331203.276,4318620.868
110,385613.042,4273073.845
390,337085.413,4278212.484
690,390392.279,4356459.934
140,322747.704,4338007.55
440,437449.374,4269103.079
260,448294.563,4304372.825
70,378444.188,4309978.613
40,362268.312,4378182.36
1990,438552.274,4238971.972
280,358408.159,4263263.717
3760,346092.435,4263030.143
110,396458.232,4371175.126
150,356937.625,4396868.318
90,334511.978,4332401.763
190,333592.894,4391262.531
160,395171.515,4318387.294
560,431015.786,4247380.653
200,336533.963,4291526.229
80,392230.446,4273307.42
220,449581.281,4304606.4
140,357856.709,4224957.503
320,441677.159,4275176.016
290,419986.78,4289657.633
1060,374400.219,4255088.611
60,349033.504,4338708.273
610,442412.427,4275176.016
160,338188.314,4291059.08
100,388921.744,4272139.547
40,355467.091,4380751.679
250,353077.473,4226125.376
160,383774.875,4331934.614
120,398296.4,4374678.743
90,366496.097,4306708.57
80,390024.645,4237336.95
120,379547.089,4302037.081
360,401421.285,4293628.399
260,423663.115,4295263.421
340,410428.307,4341511.167
20,431383.42,4345949.082
40,337269.23,4237804.099
70,357489.075,4310212.187
340,424214.566,4284518.995
200,345173.351,4306241.421
140,343151.367,4289190.484
510,440758.076,4311146.485
320,422192.581,4316051.549
390,406016.705,4253920.738
260,335798.696,4288956.91
180,418883.879,4354357.763
140,450684.182,4314416.528
1120,366863.731,4245979.206
-10000,368334.265,4364868.615
770,360981.594,4243877.036
30,432853.954,4342445.465
220,351055.488,4365569.338
130,393700.981,4239906.27
520,356202.358,4272139.547
100,363187.395,4301569.932
100,372010.601,4281482.527
120,332489.994,4375846.615
150,350871.671,4239439.121
280,363187.395,4213278.779
130,399399.301,4218650.992
130,363003.579,4234767.631
320,360981.594,4227993.971
130,422008.764,4355058.487
50,335247.245,4231731.163
90,351790.755,4325394.528
310,403259.453,4363700.742
200,368150.448,4365102.189
350,398847.85,4358094.955
80,444250.594,4334737.507
450,345908.618,4270037.377
290,396458.232,4347116.955
390,440758.076,4307876.442
100,353628.923,4281716.101
60,356202.358,4249949.972
220,424582.199,4236869.801
160,397193.499,4291526.229
80,383774.875,4345481.933
2620,436530.29,4231264.014
1340,443331.51,4265365.888
700,410795.941,4343613.337
90,431751.053,4355525.636
260,413920.826,4315817.975
160,376054.57,4317920.145
190,344438.084,4361364.998
300,423846.932,4267234.483
60,415391.36,4241307.717
70,381936.707,4279613.931
440,379730.905,4254387.887
150,430280.519,4271438.824
120,361533.044,4346883.38
240,406751.972,4332401.763
370,440206.625,4311146.485
180,332857.627,4267468.058
2480,325504.956,4262095.845
580,419986.78,4264431.59
90,322380.071,4384488.871
330,392781.897,4256256.483
140,430280.519,4274708.867
30,455647.235,4319088.017
240,426052.733,4229862.567
2720,429729.069,4209541.588
380,417780.978,4238271.248
120,422008.764,4268402.356
140,367231.365,4285453.293
520,369988.616,4212110.907
230,326791.673,4281248.952
180,399950.751,4343613.337
310,342599.916,4279847.505
50,399583.117,4329131.72
100,322931.521,4322124.486
80,341313.199,4363700.742
460,425317.466,4327730.273
110,351423.122,4323525.932
60,418148.612,4225891.801
120,354364.19,4399904.786
90,344805.718,4296197.719
270,445353.495,4314883.677
30,465021.89,4212578.056
90,349401.137,4230563.291
20,449581.281,4333803.209
4250,373481.135,4258592.228
100,345173.351,4327496.699
140,434875.939,4264431.59
50,373297.318,4393598.276
60,345173.351,4378649.509
170,335614.879,4214446.652
80,447559.296,4334971.082
420,391862.813,4349686.274
170,418516.245,4347350.529
670,390208.462,4387758.914
550,456198.685,4277511.76
190,350871.671,4353657.04
200,331387.093,4267935.207
30,378260.371,4239439.121
150,435427.389,4298066.314
90,389840.828,4289424.059
280,366863.731,4255555.76
150,367047.548,4272139.547
50,445353.495,4347584.104
150,376789.837,4326095.252
100,341864.649,4312080.783
1030,320725.72,4269803.803
280,406751.972,4322591.635
1430,377157.471,4220519.588
260,377708.921,4337540.401
90,380833.806,4392663.978
210,372562.051,4336606.103
80,388921.744,4301803.506
90,414472.276,4220519.588
40,390759.912,4389393.935
730,366863.731,4393131.127
170,409509.223,4332401.763
590,402156.552,4356927.083
270,424949.833,4229628.993
300,396458.232,4229862.567
250,323850.605,4316752.273
150,382855.791,4265132.313
290,405097.621,4245044.908
80,343519,4393364.701
150,401788.919,4283584.697
280,401605.102,4242475.589
130,388737.928,4227760.397
-10000,369804.799,4381685.977
520,458036.853,4271672.399
30,348114.42,4365102.189
910,375870.753,4218650.992
1090,332673.81,4265599.462
120,349952.587,4363467.168
110,423846.932,4362299.296
200,352342.206,4262796.568
2220,443882.961,4248782.1
50,348849.687,4331934.614
280,395539.148,4249716.398
190,378811.822,4217249.545
360,400686.018,4299000.612
250,383774.875,4234534.057
80,328078.391,4244344.185
10,415942.811,4387058.19
2810,321828.62,4287789.037
80,359327.243,4355525.636
170,455095.784,4325861.677
220,425868.917,4311847.209
260,375319.303,4398503.34
150,385613.042,4222621.758
180,393333.347,4260227.249
230,467043.875,4324693.805
710,439103.725,4312314.358
170,323115.338,4331934.614
540,437449.374,4302504.23
160,328078.391,4384956.02
730,466492.424,4254621.462
180,422008.764,4337073.252
220,339475.031,4296664.868
1380,381569.073,4219351.716
370,414472.276,4253453.589
2150,442596.243,4268402.356
180,323850.605,4354124.189
90,432853.954,4275176.016
210,342967.55,4214213.077
1180,392414.263,4367905.083
130,356018.541,4369540.104
90,364657.93,4380050.956
270,363738.846,4339408.997
50,350871.671,4373277.296
50,354364.19,4231264.014
170,381569.073,4266767.335
110,319071.369,4230329.716
30,434140.672,4344080.486
150,348114.42,4297832.74
40,333960.528,4366036.487
80,365577.014,4375379.466
150,414472.276,4225658.227
880,324585.872,4272606.696
290,416310.444,4313715.804
80,358408.159,4309044.315
1670,347379.153,4268168.781
70,382671.974,4312781.506
190,365760.83,4230329.716
200,374584.036,4341978.316
250,414839.91,4289190.484
620,347011.519,4269570.228
140,351974.572,4256723.632
210,431567.237,4317920.145
220,448846.014,4213745.928
1480,437081.74,4227526.822
630,428258.535,4295496.995
830,432118.687,4296664.868
100,430648.153,4233366.184
60,356569.991,4256490.058
430,411898.841,4341044.018
150,369253.349,4285453.293
90,360797.777,4316518.698
100,356569.991,4220519.588
370,399583.117,4338708.273
80,349584.954,4338708.273
9999,342967.55,4268168.781
130,358408.159,4364401.466
1010,453073.8,4273307.42
220,388186.477,4320723.039
210,381936.707,4366737.211
60,405097.621,4332635.337
90,451787.082,4322124.486
2540,361349.228,4270037.377
620,364474.113,4249015.674
180,428074.718,4240606.993
350,422008.764,4260227.249
200,443331.51,4291526.229
30,405832.888,4256490.058
110,347930.603,4278679.633
110,376054.57,4345715.508
470,348114.42,4345481.933
300,397744.95,4281716.101
500,393149.53,4244811.334
130,385245.409,4293161.25
300,398480.217,4255555.76
1610,431567.237,4294562.697
390,424030.749,4334036.784
2570,439103.725,4236869.801
170,350320.221,4389627.509
740,322931.521,4258125.079
60,332489.994,4355058.487
300,363922.663,4334971.082
110,404729.987,4337073.252
0,412450.292,4377248.062
2270,418332.429,4220519.588
90,349768.771,4317219.422
130,347011.519,4241074.142
40,354915.64,4341744.742
90,330284.192,4298066.314
590,364657.93,4388926.786
210,419619.146,4299934.91
170,356018.541,4233599.759
440,454911.967,4247147.078
230,336350.146,4219818.865
210,411347.391,4254855.036
30,362819.762,4349686.274
100,390943.729,4295964.144
150,341497.016,4307409.294
80,367415.181,4322825.209
120,336901.596,4327963.847
110,356937.625,4260927.973
300,351055.488,4225891.801
990,437817.007,4222388.184
120,390392.279,4272606.696
370,391862.813,4234066.908
1070,446640.212,4284986.144
120,455647.235,4310445.762
60,430280.519,4249015.674
500,374032.585,4377248.062
110,355650.908,4370474.402
90,444985.861,4330299.592
100,360246.327,4393131.127
80,389289.378,4263497.292
120,328997.475,4379116.658
60,337636.863,4373277.296
70,354364.19,4277511.76
170,381936.707,4334971.082
90,422560.215,4251584.994
170,395722.965,4257657.93
490,329916.559,4226826.099
100,325321.139,4352956.317
280,353077.473,4210475.886
380,353261.289,4230796.865
490,456382.502,4249249.249
240,462632.272,4267000.909
1020,368150.448,4212344.481
290,407854.872,4332401.763
400,320541.903,4262329.419
250,425868.917,4300168.485
120,352893.656,4368605.806
560,375135.486,4242709.163
110,354731.824,4307876.442
70,419986.78,4225891.801
1390,453625.25,4249482.823
150,452706.166,4218884.567
520,413920.826,4253220.015
70,385429.226,4288956.91
